市区町村コード,Level1_Name,Level2_Name,都道府県,市区町村,市区町村詳細,緯度,経度
01101,北海道札幌市,北海道札幌市中央区,北海道,札幌市,中央区,43.05546,141.340956
01102,北海道札幌市,北海道札幌市北区,北海道,札幌市,北区,43.09085,141.340831
01103,北海道札幌市,北海道札幌市東区,北海道,札幌市,東区,43.076069,141.363722
01104,北海道札幌市,北海道札幌市白石区,北海道,札幌市,白石区,43.047687,141.405078
01105,北海道札幌市,北海道札幌市豊平区,北海道,札幌市,豊平区,43.031291,141.380106
01106,北海道札幌市,北海道札幌市南区,北海道,札幌市,南区,42.990031,141.353497
01107,北海道札幌市,北海道札幌市西区,北海道,札幌市,西区,43.07447,141.300889
01108,北海道札幌市,北海道札幌市厚別区,北海道,札幌市,厚別区,43.036408,141.474789
01109,北海道札幌市,北海道札幌市手稲区,北海道,札幌市,手稲区,43.121944,141.245632
01110,北海道札幌市,北海道札幌市清田区,北海道,札幌市,清田区,42.999636,141.44383
01202,北海道函館市,北海道函館市,北海道,函館市,NA,41.768793,140.72881
01203,北海道小樽市,北海道小樽市,北海道,小樽市,NA,43.190717,140.994662
01204,北海道旭川市,北海道旭川市,北海道,旭川市,NA,43.770636,142.364819
01205,北海道室蘭市,北海道室蘭市,北海道,室蘭市,NA,42.315231,140.973799
01206,北海道釧路市,北海道釧路市,北海道,釧路市,NA,42.984854,144.381356
01207,北海道帯広市,北海道帯広市,北海道,帯広市,NA,42.923899,143.196103
01208,北海道北見市,北海道北見市,北海道,北見市,NA,43.804031,143.895876
01209,北海道夕張市,北海道夕張市,北海道,夕張市,NA,43.056734,141.973896
01210,北海道岩見沢市,北海道岩見沢市,北海道,岩見沢市,NA,43.196206,141.775933
01211,北海道網走市,北海道網走市,北海道,網走市,NA,44.020632,144.273398
01212,北海道留萌市,北海道留萌市,北海道,留萌市,NA,43.940987,141.637012
01213,北海道苫小牧市,北海道苫小牧市,北海道,苫小牧市,NA,42.634302,141.605372
01214,北海道稚内市,北海道稚内市,北海道,稚内市,NA,45.415664,141.673082
01215,北海道美唄市,北海道美唄市,北海道,美唄市,NA,43.332881,141.853785
01216,北海道芦別市,北海道芦別市,北海道,芦別市,NA,43.518166,142.189436
01217,北海道江別市,北海道江別市,北海道,江別市,NA,43.103745,141.536247
01218,北海道赤平市,北海道赤平市,北海道,赤平市,NA,43.558074,142.044211
01219,北海道紋別市,北海道紋別市,北海道,紋別市,NA,44.356484,143.354503
01220,北海道士別市,北海道士別市,北海道,士別市,NA,44.178734,142.400404
01221,北海道名寄市,北海道名寄市,北海道,名寄市,NA,44.355938,142.463167
01222,北海道三笠市,北海道三笠市,北海道,三笠市,NA,43.245435,141.875327
01223,北海道根室市,北海道根室市,北海道,根室市,NA,43.330076,145.58279
01224,北海道千歳市,北海道千歳市,北海道,千歳市,NA,42.820958,141.650876
01225,北海道滝川市,北海道滝川市,北海道,滝川市,NA,43.557795,141.91019
01226,北海道砂川市,北海道砂川市,北海道,砂川市,NA,43.494843,141.903465
01227,北海道歌志内市,北海道歌志内市,北海道,歌志内市,NA,43.521353,142.034568
01228,北海道深川市,北海道深川市,北海道,深川市,NA,43.72326,142.053538
01229,北海道富良野市,北海道富良野市,北海道,富良野市,NA,43.34214,142.383225
01230,北海道登別市,北海道登別市,北海道,登別市,NA,42.41276,141.106632
01231,北海道恵庭市,北海道恵庭市,北海道,恵庭市,NA,42.882562,141.577815
01233,北海道伊達市,北海道伊達市,北海道,伊達市,NA,42.471851,140.864679
01234,北海道北広島市,北海道北広島市,北海道,北広島市,NA,42.98563,141.563543
01235,北海道石狩市,北海道石狩市,北海道,石狩市,NA,43.171384,141.31552
01236,北海道北斗市,北海道北斗市,北海道,北斗市,NA,41.82406,140.652903
01303,北海道石狩郡,北海道石狩郡当別町,北海道,石狩郡,当別町,43.223683,141.517072
01304,北海道石狩郡,北海道石狩郡新篠津村,北海道,石狩郡,新篠津村,43.225424,141.649216
01331,北海道松前郡,北海道松前郡松前町,北海道,松前郡,松前町,41.430037,140.110435
01332,北海道松前郡,北海道松前郡福島町,北海道,松前郡,福島町,41.483802,140.251326
01333,北海道上磯郡,北海道上磯郡知内町,北海道,上磯郡,知内町,41.598356,140.418963
01334,北海道上磯郡,北海道上磯郡木古内町,北海道,上磯郡,木古内町,41.678264,140.437568
01337,北海道亀田郡,北海道亀田郡七飯町,北海道,亀田郡,七飯町,41.89572,140.69428
01343,北海道茅部郡,北海道茅部郡鹿部町,北海道,茅部郡,鹿部町,42.038487,140.815939
01345,北海道茅部郡,北海道茅部郡森町,北海道,茅部郡,森町,42.104795,140.576324
01346,北海道二海郡,北海道二海郡八雲町,北海道,二海郡,八雲町,42.255999,140.265281
01347,北海道山越郡,北海道山越郡長万部町,北海道,山越郡,長万部町,42.513688,140.380633
01361,北海道檜山郡,北海道檜山郡江差町,北海道,檜山郡,江差町,41.869156,140.12746
01362,北海道檜山郡,北海道檜山郡上ノ国町,北海道,檜山郡,上ノ国町,41.801082,140.121348
01363,北海道檜山郡,北海道檜山郡厚沢部町,北海道,檜山郡,厚沢部町,41.920901,140.225472
01364,北海道爾志郡,北海道爾志郡乙部町,北海道,爾志郡,乙部町,41.968501,140.135719
01367,北海道奥尻郡,北海道奥尻郡奥尻町,北海道,奥尻郡,奥尻町,42.172278,139.514008
01370,北海道瀬棚郡,北海道瀬棚郡今金町,北海道,瀬棚郡,今金町,42.429422,140.008878
01371,北海道久遠郡,北海道久遠郡せたな町,北海道,久遠郡,せたな町,42.417161,139.882988
01391,北海道島牧郡,北海道島牧郡島牧村,北海道,島牧郡,島牧村,42.70052,140.06146
01392,北海道寿都郡,北海道寿都郡寿都町,北海道,寿都郡,寿都町,42.790979,140.22898
01393,北海道寿都郡,北海道寿都郡黒松内町,北海道,寿都郡,黒松内町,42.667864,140.30754
01394,北海道磯谷郡,北海道磯谷郡蘭越町,北海道,磯谷郡,蘭越町,42.809075,140.528312
01395,北海道虻田郡,北海道虻田郡ニセコ町,北海道,虻田郡,ニセコ町,42.804705,140.687493
01396,北海道虻田郡,北海道虻田郡真狩村,北海道,虻田郡,真狩村,42.762971,140.803744
01397,北海道虻田郡,北海道虻田郡留寿都村,北海道,虻田郡,留寿都村,42.73736,140.87559099999999
01398,北海道虻田郡,北海道虻田郡喜茂別町,北海道,虻田郡,喜茂別町,42.795472,140.9345
01399,北海道虻田郡,北海道虻田郡京極町,北海道,虻田郡,京極町,42.858208,140.884088
01400,北海道虻田郡,北海道虻田郡倶知安町,北海道,虻田郡,倶知安町,42.901829,140.758698
01571,北海道虻田郡,北海道虻田郡豊浦町,北海道,虻田郡,豊浦町,42.583447,140.711832
01584,北海道虻田郡,北海道虻田郡洞爺湖町,北海道,虻田郡,洞爺湖町,42.551269,140.764098
01401,北海道岩内郡,北海道岩内郡共和町,北海道,岩内郡,共和町,42.980398,140.611187
01402,北海道岩内郡,北海道岩内郡岩内町,北海道,岩内郡,岩内町,42.979785,140.514753
01403,北海道古宇郡,北海道古宇郡泊村,北海道,古宇郡,泊村,43.063355,140.498859
01404,北海道古宇郡,北海道古宇郡神恵内村,北海道,古宇郡,神恵内村,43.143813,140.430742
01405,北海道積丹郡,北海道積丹郡積丹町,北海道,積丹郡,積丹町,43.298853,140.598193
01406,北海道古平郡,北海道古平郡古平町,北海道,古平郡,古平町,43.26536,140.63882
01407,北海道余市郡,北海道余市郡仁木町,北海道,余市郡,仁木町,43.151691,140.76613
01408,北海道余市郡,北海道余市郡余市町,北海道,余市郡,余市町,43.195232,140.783467
01409,北海道余市郡,北海道余市郡赤井川村,北海道,余市郡,赤井川村,43.08349,140.813481
01423,北海道空知郡,北海道空知郡南幌町,北海道,空知郡,南幌町,43.063727,141.650069
01424,北海道空知郡,北海道空知郡奈井江町,北海道,空知郡,奈井江町,43.425106,141.882788
01425,北海道空知郡,北海道空知郡上砂川町,北海道,空知郡,上砂川町,43.482608,141.984084
01460,北海道空知郡,北海道空知郡上富良野町,北海道,空知郡,上富良野町,43.455661,142.467073
01461,北海道空知郡,北海道空知郡中富良野町,北海道,空知郡,中富良野町,43.405671,142.425136
01462,北海道空知郡,北海道空知郡南富良野町,北海道,空知郡,南富良野町,43.163979,142.568488
01427,北海道夕張郡,北海道夕張郡由仁町,北海道,夕張郡,由仁町,42.999605,141.790338
01428,北海道夕張郡,北海道夕張郡長沼町,北海道,夕張郡,長沼町,43.010353,141.695252
01429,北海道夕張郡,北海道夕張郡栗山町,北海道,夕張郡,栗山町,43.056309,141.784255
01430,北海道樺戸郡,北海道樺戸郡月形町,北海道,樺戸郡,月形町,43.338436,141.669451
01431,北海道樺戸郡,北海道樺戸郡浦臼町,北海道,樺戸郡,浦臼町,43.430322,141.818837
01432,北海道樺戸郡,北海道樺戸郡新十津川町,北海道,樺戸郡,新十津川町,43.548547,141.877032
01433,北海道雨竜郡,北海道雨竜郡妹背牛町,北海道,雨竜郡,妹背牛町,43.700112,141.961711
01434,北海道雨竜郡,北海道雨竜郡秩父別町,北海道,雨竜郡,秩父別町,43.767013,141.957958
01436,北海道雨竜郡,北海道雨竜郡雨竜町,北海道,雨竜郡,雨竜町,43.643924,141.88899
01437,北海道雨竜郡,北海道雨竜郡北竜町,北海道,雨竜郡,北竜町,43.731356,141.879022
01438,北海道雨竜郡,北海道雨竜郡沼田町,北海道,雨竜郡,沼田町,43.806802,141.933272
01472,北海道雨竜郡,北海道雨竜郡幌加内町,北海道,雨竜郡,幌加内町,44.009854,142.153933
01452,北海道上川郡,北海道上川郡鷹栖町,北海道,上川郡,鷹栖町,43.843353,142.354451
01453,北海道上川郡,北海道上川郡東神楽町,北海道,上川郡,東神楽町,43.696626,142.451437
01454,北海道上川郡,北海道上川郡当麻町,北海道,上川郡,当麻町,43.828177,142.508366
01455,北海道上川郡,北海道上川郡比布町,北海道,上川郡,比布町,43.875076,142.477552
01456,北海道上川郡,北海道上川郡愛別町,北海道,上川郡,愛別町,43.906504,142.577973
01457,北海道上川郡,北海道上川郡上川町,北海道,上川郡,上川町,43.84718,142.770431
01458,北海道上川郡,北海道上川郡東川町,北海道,上川郡,東川町,43.698974,142.510317
01459,北海道上川郡,北海道上川郡美瑛町,北海道,上川郡,美瑛町,43.588187,142.466972
01464,北海道上川郡,北海道上川郡和寒町,北海道,上川郡,和寒町,44.023068,142.413306
01465,北海道上川郡,北海道上川郡剣淵町,北海道,上川郡,剣淵町,44.095677,142.361221
01468,北海道上川郡,北海道上川郡下川町,北海道,上川郡,下川町,44.302503,142.635308
01635,北海道上川郡,北海道上川郡新得町,北海道,上川郡,新得町,43.079796,142.838737
01636,北海道上川郡,北海道上川郡清水町,北海道,上川郡,清水町,43.011356,142.88454
01463,北海道勇払郡,北海道勇払郡占冠村,北海道,勇払郡,占冠村,42.979779,142.398357
01581,北海道勇払郡,北海道勇払郡厚真町,北海道,勇払郡,厚真町,42.723662,141.877935
01585,北海道勇払郡,北海道勇払郡安平町,北海道,勇払郡,安平町,42.762815,141.818017
01586,北海道勇払郡,北海道勇払郡むかわ町,北海道,勇払郡,むかわ町,42.574807,141.92675
01469,北海道中川郡,北海道中川郡美深町,北海道,中川郡,美深町,44.481126,142.343014
01470,北海道中川郡,北海道中川郡音威子府村,北海道,中川郡,音威子府村,44.725004,142.262464
01471,北海道中川郡,北海道中川郡中川町,北海道,中川郡,中川町,44.811346,142.071438
01643,北海道中川郡,北海道中川郡幕別町,北海道,中川郡,幕別町,42.908234,143.355969
01644,北海道中川郡,北海道中川郡池田町,北海道,中川郡,池田町,42.928955,143.448355
01645,北海道中川郡,北海道中川郡豊頃町,北海道,中川郡,豊頃町,42.801052,143.505919
01646,北海道中川郡,北海道中川郡本別町,北海道,中川郡,本別町,43.124712,143.610573
01481,北海道増毛郡,北海道増毛郡増毛町,北海道,増毛郡,増毛町,43.856033,141.525198
01482,北海道留萌郡,北海道留萌郡小平町,北海道,留萌郡,小平町,44.015108,141.662575
01483,北海道苫前郡,北海道苫前郡苫前町,北海道,苫前郡,苫前町,44.30604,141.653022
01484,北海道苫前郡,北海道苫前郡羽幌町,北海道,苫前郡,羽幌町,44.360683,141.69725
01485,北海道苫前郡,北海道苫前郡初山別村,北海道,苫前郡,初山別村,44.532154,141.766409
01486,北海道天塩郡,北海道天塩郡遠別町,北海道,天塩郡,遠別町,44.722139,141.792369
01487,北海道天塩郡,北海道天塩郡天塩町,北海道,天塩郡,天塩町,44.888341,141.745397
01516,北海道天塩郡,北海道天塩郡豊富町,北海道,天塩郡,豊富町,45.102933,141.777505
01520,北海道天塩郡,北海道天塩郡幌延町,北海道,天塩郡,幌延町,45.017711,141.849384
01511,北海道宗谷郡,北海道宗谷郡猿払村,北海道,宗谷郡,猿払村,45.330616,142.109192
01512,北海道枝幸郡,北海道枝幸郡浜頓別町,北海道,枝幸郡,浜頓別町,45.123694,142.359948
01513,北海道枝幸郡,北海道枝幸郡中頓別町,北海道,枝幸郡,中頓別町,44.969819,142.286735
01514,北海道枝幸郡,北海道枝幸郡枝幸町,北海道,枝幸郡,枝幸町,44.938714,142.581411
01517,北海道礼文郡,北海道礼文郡礼文町,北海道,礼文郡,礼文町,45.30302,141.047689
01518,北海道利尻郡,北海道利尻郡利尻町,北海道,利尻郡,利尻町,45.187068,141.139627
01519,北海道利尻郡,北海道利尻郡利尻富士町,北海道,利尻郡,利尻富士町,45.247735,141.214344
01543,北海道網走郡,北海道網走郡美幌町,北海道,網走郡,美幌町,43.823782,144.107042
01544,北海道網走郡,北海道網走郡津別町,北海道,網走郡,津別町,43.706453,144.025032
01564,北海道網走郡,北海道網走郡大空町,北海道,網走郡,大空町,43.91185,144.172709
01545,北海道斜里郡,北海道斜里郡斜里町,北海道,斜里郡,斜里町,43.911513,144.670605
01546,北海道斜里郡,北海道斜里郡清里町,北海道,斜里郡,清里町,43.835216,144.594562
01547,北海道斜里郡,北海道斜里郡小清水町,北海道,斜里郡,小清水町,43.856852,144.462025
01549,北海道常呂郡,北海道常呂郡訓子府町,北海道,常呂郡,訓子府町,43.725255,143.74173
01550,北海道常呂郡,北海道常呂郡置戸町,北海道,常呂郡,置戸町,43.676323,143.586397
01552,北海道常呂郡,北海道常呂郡佐呂間町,北海道,常呂郡,佐呂間町,44.017756,143.774506
01555,北海道紋別郡,北海道紋別郡遠軽町,北海道,紋別郡,遠軽町,44.061953,143.527947
01559,北海道紋別郡,北海道紋別郡湧別町,北海道,紋別郡,湧別町,44.151598,143.572894
01560,北海道紋別郡,北海道紋別郡滝上町,北海道,紋別郡,滝上町,44.192203,143.077588
01561,北海道紋別郡,北海道紋別郡興部町,北海道,紋別郡,興部町,44.469878,143.123891
01562,北海道紋別郡,北海道紋別郡西興部村,北海道,紋別郡,西興部村,44.328853,142.944392
01563,北海道紋別郡,北海道紋別郡雄武町,北海道,紋別郡,雄武町,44.582551,142.96181
01575,北海道有珠郡,北海道有珠郡壮瞥町,北海道,有珠郡,壮瞥町,42.552283,140.886014
01578,北海道白老郡,北海道白老郡白老町,北海道,白老郡,白老町,42.55126,141.355955
01601,北海道沙流郡,北海道沙流郡日高町,北海道,沙流郡,日高町,42.48029,142.074398
01602,北海道沙流郡,北海道沙流郡平取町,北海道,沙流郡,平取町,42.585081,142.128523
01604,北海道新冠郡,北海道新冠郡新冠町,北海道,新冠郡,新冠町,42.362406,142.318332
01607,北海道浦河郡,北海道浦河郡浦河町,北海道,浦河郡,浦河町,42.168516,142.76812
01608,北海道様似郡,北海道様似郡様似町,北海道,様似郡,様似町,42.127853,142.93355
01609,北海道幌泉郡,北海道幌泉郡えりも町,北海道,幌泉郡,えりも町,42.01628,143.148443
01610,北海道日高郡,北海道日高郡新ひだか町,北海道,日高郡,新ひだか町,42.341281,142.368591
01631,北海道河東郡,北海道河東郡音更町,北海道,河東郡,音更町,42.994143,143.19796
01632,北海道河東郡,北海道河東郡士幌町,北海道,河東郡,士幌町,43.168027,143.241377
01633,北海道河東郡,北海道河東郡上士幌町,北海道,河東郡,上士幌町,43.232548,143.296189
01634,北海道河東郡,北海道河東郡鹿追町,北海道,河東郡,鹿追町,43.099102,142.989043
01637,北海道河西郡,北海道河西郡芽室町,北海道,河西郡,芽室町,42.91186,143.050863
01638,北海道河西郡,北海道河西郡中札内村,北海道,河西郡,中札内村,42.697614,143.132443
01639,北海道河西郡,北海道河西郡更別村,北海道,河西郡,更別村,42.650351,143.187858
01641,北海道広尾郡,北海道広尾郡大樹町,北海道,広尾郡,大樹町,42.49754,143.278814
01642,北海道広尾郡,北海道広尾郡広尾町,北海道,広尾郡,広尾町,42.285838,143.311496
01647,北海道足寄郡,北海道足寄郡足寄町,北海道,足寄郡,足寄町,43.244801,143.553905
01648,北海道足寄郡,北海道足寄郡陸別町,北海道,足寄郡,陸別町,43.468981,143.747243
01649,北海道十勝郡,北海道十勝郡浦幌町,北海道,十勝郡,浦幌町,42.808927,143.658396
01661,北海道釧路郡,北海道釧路郡釧路町,北海道,釧路郡,釧路町,42.996045,144.466032
01662,北海道厚岸郡,北海道厚岸郡厚岸町,北海道,厚岸郡,厚岸町,43.051871,144.84736
01663,北海道厚岸郡,北海道厚岸郡浜中町,北海道,厚岸郡,浜中町,43.077145,145.129369
01664,北海道川上郡,北海道川上郡標茶町,北海道,川上郡,標茶町,43.30344,144.600779
01665,北海道川上郡,北海道川上郡弟子屈町,北海道,川上郡,弟子屈町,43.485348,144.459221
01667,北海道阿寒郡,北海道阿寒郡鶴居村,北海道,阿寒郡,鶴居村,43.229887,144.321216
01668,北海道白糠郡,北海道白糠郡白糠町,北海道,白糠郡,白糠町,42.956177,144.071805
01691,北海道野付郡,北海道野付郡別海町,北海道,野付郡,別海町,43.393787,145.117271
01692,北海道標津郡,北海道標津郡中標津町,北海道,標津郡,中標津町,43.555242,144.971391
01693,北海道標津郡,北海道標津郡標津町,北海道,標津郡,標津町,43.661387,145.131319
01694,北海道目梨郡,北海道目梨郡羅臼町,北海道,目梨郡,羅臼町,44.021876,145.18962
02201,青森県青森市,青森県青森市,青森県,青森市,NA,40.822072,140.747365
02202,青森県弘前市,青森県弘前市,青森県,弘前市,NA,40.603124,140.463922
02203,青森県八戸市,青森県八戸市,青森県,八戸市,NA,40.512284,141.488399
02204,青森県黒石市,青森県黒石市,青森県,黒石市,NA,40.642632,140.594645
02205,青森県五所川原市,青森県五所川原市,青森県,五所川原市,NA,40.808002,140.44009
02206,青森県十和田市,青森県十和田市,青森県,十和田市,NA,40.612703,141.205908
02207,青森県三沢市,青森県三沢市,青森県,三沢市,NA,40.683134,141.368976
02208,青森県むつ市,青森県むつ市,青森県,むつ市,NA,41.292746,141.183476
02209,青森県つがる市,青森県つがる市,青森県,つがる市,NA,40.808639,140.380059
02210,青森県平川市,青森県平川市,青森県,平川市,NA,40.584011,140.566478
02301,青森県東津軽郡,青森県東津軽郡平内町,青森県,東津軽郡,平内町,40.926031,140.95592
02303,青森県東津軽郡,青森県東津軽郡今別町,青森県,東津軽郡,今別町,41.181757,140.481654
02304,青森県東津軽郡,青森県東津軽郡蓬田村,青森県,東津軽郡,蓬田村,40.971714,140.655966
02307,青森県東津軽郡,青森県東津軽郡外ヶ浜町,青森県,東津軽郡,外ヶ浜町,41.043159,140.632296
02321,青森県西津軽郡,青森県西津軽郡鰺ヶ沢町,青森県,西津軽郡,鰺ヶ沢町,40.779913,140.208695
02323,青森県西津軽郡,青森県西津軽郡深浦町,青森県,西津軽郡,深浦町,40.647895,139.927375
02343,青森県中津軽郡,青森県中津軽郡西目屋村,青森県,中津軽郡,西目屋村,40.576709,140.296288
02361,青森県南津軽郡,青森県南津軽郡藤崎町,青森県,南津軽郡,藤崎町,40.656069,140.502811
02362,青森県南津軽郡,青森県南津軽郡大鰐町,青森県,南津軽郡,大鰐町,40.518188,140.567828
02367,青森県南津軽郡,青森県南津軽郡田舎館村,青森県,南津軽郡,田舎館村,40.631252,140.550116
02381,青森県北津軽郡,青森県北津軽郡板柳町,青森県,北津軽郡,板柳町,40.695894,140.457324
02384,青森県北津軽郡,青森県北津軽郡鶴田町,青森県,北津軽郡,鶴田町,40.758605,140.428382
02387,青森県北津軽郡,青森県北津軽郡中泊町,青森県,北津軽郡,中泊町,40.965179,140.43984
02401,青森県上北郡,青森県上北郡野辺地町,青森県,上北郡,野辺地町,40.864469,141.128757
02402,青森県上北郡,青森県上北郡七戸町,青森県,上北郡,七戸町,40.697416,141.151021
02405,青森県上北郡,青森県上北郡六戸町,青森県,上北郡,六戸町,40.609521,141.324949
02406,青森県上北郡,青森県上北郡横浜町,青森県,上北郡,横浜町,41.083147,141.247793
02408,青森県上北郡,青森県上北郡東北町,青森県,上北郡,東北町,40.727876,141.257882
02411,青森県上北郡,青森県上北郡六ヶ所村,青森県,上北郡,六ヶ所村,40.967344,141.374552
02412,青森県上北郡,青森県上北郡おいらせ町,青森県,上北郡,おいらせ町,40.599107,141.397797
02423,青森県下北郡,青森県下北郡大間町,青森県,下北郡,大間町,41.526771,140.907438
02424,青森県下北郡,青森県下北郡東通村,青森県,下北郡,東通村,41.277787,141.328936
02425,青森県下北郡,青森県下北郡風間浦村,青森県,下北郡,風間浦村,41.487574,140.995729
02426,青森県下北郡,青森県下北郡佐井村,青森県,下北郡,佐井村,41.429706,140.859129
02441,青森県三戸郡,青森県三戸郡三戸町,青森県,三戸郡,三戸町,40.378407,141.258745
02442,青森県三戸郡,青森県三戸郡五戸町,青森県,三戸郡,五戸町,40.531225,141.30779
02443,青森県三戸郡,青森県三戸郡田子町,青森県,三戸郡,田子町,40.339962,141.15205
02445,青森県三戸郡,青森県三戸郡南部町,青森県,三戸郡,南部町,40.466593,141.381986
02446,青森県三戸郡,青森県三戸郡階上町,青森県,三戸郡,階上町,40.452489,141.620851
02450,青森県三戸郡,青森県三戸郡新郷村,青森県,三戸郡,新郷村,40.465626,141.173464
03201,岩手県盛岡市,岩手県盛岡市,岩手県,盛岡市,NA,39.702053,141.154484
03202,岩手県宮古市,岩手県宮古市,岩手県,宮古市,NA,39.64142,141.95714
03203,岩手県大船渡市,岩手県大船渡市,岩手県,大船渡市,NA,39.081901,141.70853
03205,岩手県花巻市,岩手県花巻市,岩手県,花巻市,NA,39.388578,141.116645
03206,岩手県北上市,岩手県北上市,岩手県,北上市,NA,39.286765,141.113191
03207,岩手県久慈市,岩手県久慈市,岩手県,久慈市,NA,40.190524,141.775583
03208,岩手県遠野市,岩手県遠野市,岩手県,遠野市,NA,39.327838,141.533303
03209,岩手県一関市,岩手県一関市,岩手県,一関市,NA,38.934682,141.1268
03210,岩手県陸前高田市,岩手県陸前高田市,岩手県,陸前高田市,NA,39.027661,141.625495
03211,岩手県釜石市,岩手県釜石市,岩手県,釜石市,NA,39.275818,141.885677
03213,岩手県二戸市,岩手県二戸市,岩手県,二戸市,NA,40.271213,141.304817
03214,岩手県八幡平市,岩手県八幡平市,岩手県,八幡平市,NA,39.956477,141.071292
03215,岩手県奥州市,岩手県奥州市,岩手県,奥州市,NA,39.144529,141.139141
03216,岩手県滝沢市,岩手県滝沢市,岩手県,滝沢市,NA,39.734684,141.077095
03301,岩手県岩手郡,岩手県岩手郡雫石町,岩手県,岩手郡,雫石町,39.696288,140.975776
03302,岩手県岩手郡,岩手県岩手郡葛巻町,岩手県,岩手郡,葛巻町,40.039896,141.436465
03303,岩手県岩手郡,岩手県岩手郡岩手町,岩手県,岩手郡,岩手町,39.97259,141.212516
03321,岩手県紫波郡,岩手県紫波郡紫波町,岩手県,紫波郡,紫波町,39.554568,141.15565900000001
03322,岩手県紫波郡,岩手県紫波郡矢巾町,岩手県,紫波郡,矢巾町,39.605981,141.142889
03366,岩手県和賀郡,岩手県和賀郡西和賀町,岩手県,和賀郡,西和賀町,39.434621,140.750124
03381,岩手県胆沢郡,岩手県胆沢郡金ケ崎町,岩手県,胆沢郡,金ケ崎町,39.195742,141.116324
03402,岩手県西磐井郡,岩手県西磐井郡平泉町,岩手県,西磐井郡,平泉町,38.986662,141.113822
03441,岩手県気仙郡,岩手県気仙郡住田町,岩手県,気仙郡,住田町,39.14223,141.575047
03461,岩手県上閉伊郡,岩手県上閉伊郡大槌町,岩手県,上閉伊郡,大槌町,39.358231,141.899422
03482,岩手県下閉伊郡,岩手県下閉伊郡山田町,岩手県,下閉伊郡,山田町,39.467662,141.94895
03483,岩手県下閉伊郡,岩手県下閉伊郡岩泉町,岩手県,下閉伊郡,岩泉町,39.843042,141.796303
03484,岩手県下閉伊郡,岩手県下閉伊郡田野畑村,岩手県,下閉伊郡,田野畑村,39.93045,141.888868
03485,岩手県下閉伊郡,岩手県下閉伊郡普代村,岩手県,下閉伊郡,普代村,40.005167,141.885908
03501,岩手県九戸郡,岩手県九戸郡軽米町,岩手県,九戸郡,軽米町,40.326746,141.460633
03503,岩手県九戸郡,岩手県九戸郡野田村,岩手県,九戸郡,野田村,40.110266,141.817668
03506,岩手県九戸郡,岩手県九戸郡九戸村,岩手県,九戸郡,九戸村,40.211392,141.418985
03507,岩手県九戸郡,岩手県九戸郡洋野町,岩手県,九戸郡,洋野町,40.284263,141.624833
03524,岩手県二戸郡,岩手県二戸郡一戸町,岩手県,二戸郡,一戸町,40.213011,141.295475
04101,宮城県仙台市,宮城県仙台市青葉区,宮城県,仙台市,青葉区,38.269076,140.870403
04102,宮城県仙台市,宮城県仙台市宮城野区,宮城県,仙台市,宮城野区,38.266139,140.909832
04103,宮城県仙台市,宮城県仙台市若林区,宮城県,仙台市,若林区,38.244224,140.900756
04104,宮城県仙台市,宮城県仙台市太白区,宮城県,仙台市,太白区,38.224348,140.877134
04105,宮城県仙台市,宮城県仙台市泉区,宮城県,仙台市,泉区,38.326375,140.881629
04202,宮城県石巻市,宮城県石巻市,宮城県,石巻市,NA,38.43448,141.302917
04203,宮城県塩竈市,宮城県塩竈市,宮城県,塩竈市,NA,38.314362,141.022027
04205,宮城県気仙沼市,宮城県気仙沼市,宮城県,気仙沼市,NA,38.908078,141.569992
04206,宮城県白石市,宮城県白石市,宮城県,白石市,NA,38.002478,140.61986
04207,宮城県名取市,宮城県名取市,宮城県,名取市,NA,38.17152,140.891913
04208,宮城県角田市,宮城県角田市,宮城県,角田市,NA,37.977063,140.78199
04209,宮城県多賀城市,宮城県多賀城市,宮城県,多賀城市,NA,38.293839,141.004225
04211,宮城県岩沼市,宮城県岩沼市,宮城県,岩沼市,NA,38.104292,140.870138
04212,宮城県登米市,宮城県登米市,宮城県,登米市,NA,38.691923,141.187579
04213,宮城県栗原市,宮城県栗原市,宮城県,栗原市,NA,38.730128,141.021333
04214,宮城県東松島市,宮城県東松島市,宮城県,東松島市,NA,38.426168,141.210242
04215,宮城県大崎市,宮城県大崎市,宮城県,大崎市,NA,38.577071,140.95535
04301,宮城県刈田郡,宮城県刈田郡蔵王町,宮城県,刈田郡,蔵王町,38.098164,140.658416
04302,宮城県刈田郡,宮城県刈田郡七ヶ宿町,宮城県,刈田郡,七ヶ宿町,37.993063,140.441612
04321,宮城県柴田郡,宮城県柴田郡大河原町,宮城県,柴田郡,大河原町,38.049493,140.730721
04322,宮城県柴田郡,宮城県柴田郡村田町,宮城県,柴田郡,村田町,38.118539,140.722404
04323,宮城県柴田郡,宮城県柴田郡柴田町,宮城県,柴田郡,柴田町,38.056563,140.76579
04324,宮城県柴田郡,宮城県柴田郡川崎町,宮城県,柴田郡,川崎町,38.177737,140.643202
04341,宮城県伊具郡,宮城県伊具郡丸森町,宮城県,伊具郡,丸森町,37.911429,140.765528
04361,宮城県亘理郡,宮城県亘理郡亘理町,宮城県,亘理郡,亘理町,38.03746,140.852581
04362,宮城県亘理郡,宮城県亘理郡山元町,宮城県,亘理郡,山元町,37.961668,140.877818
04401,宮城県宮城郡,宮城県宮城郡松島町,宮城県,宮城郡,松島町,38.380128,141.067244
